id;Full Name;Title;Genre;isLoaned;isReviewed;ratedAt
2508;Eiji Yoshikawa;Musashi;P41_ADVENTURE;;;IV
2509;Eiji Yoshikawa;Musashi;P41_ADVENTURE;;;V
2510;Eiji Yoshikawa;Musashi;P41_ADVENTURE;;;I
2511;Eiji Yoshikawa;Povestea familiei Heike;P41_ADVENTURE;;;II
2512;Eiji Yoshikawa;Povestea familiei Heike;P41_ADVENTURE;;;III
2513;Eiji Yoshikawa;Taiko 3.0 ;P41_ADVENTURE;;;IV
2514;Eiji Yoshikawa;Taiko 3.0 ;P41_ADVENTURE;;;V
2515;Eiji Yoshikawa;Taiko 4.0 ;P41_ADVENTURE;;;I
2516;Eiji Yoshikawa;Taiko 4.0 ;P41_ADVENTURE;;;II
2517;Elaine Lakso;Gust de necazuri;P40_LOVE_ROMANTIC;;;III
2518;Elaine Lakso;Gust de necazuri09 ;P40_LOVE_ROMANTIC;;;IV
2519;Elaine Raco Chase;Al noualea val;P40_LOVE_ROMANTIC;;;V
2520;Elaine Raco Chase;Al noualea val;P40_LOVE_ROMANTIC;;;I
2521;Elaine Raco Chase;Mesaje speciale;P40_LOVE_ROMANTIC;;;II
2522;Elaine Raco Chase;Mesaje Speciale08 ;P40_LOVE_ROMANTIC;;;III
2523;Elan Mastai;Omul care a cucerit timpul;P22_PROSE_FICTION;;;IV
2524;Elan Mastai;Omul care a cucerit timpul;P22_PROSE_FICTION;;;I
2525;Eleanor Arnason;Gradina;P22_PROSE_FICTION;;;II
2526;Eleanor Arnason;Gradina09 ;P22_PROSE_FICTION;;;III
2527;Eleanor Catton;Luminatorii;P22_PROSE_FICTION;;;IV
2528;Eleanor Catton;Luminatorii;P22_PROSE_FICTION;;;V
2529;Eleanor Woods;Leaganul iubirii;P40_LOVE_ROMANTIC;;;I
2530;Eleanor Woods;Leaganul iubirii09 ;P40_LOVE_ROMANTIC;;;II
2531;Eleanor Woods;Un sarut pe furtuna;P40_LOVE_ROMANTIC;;;III
2532;Eleanor Woods;Un sarut pe furtuna;P40_LOVE_ROMANTIC;;;IV
2533;Eleanor Woods;Urmarire patimasa;P40_LOVE_ROMANTIC;;;V
2534;Eleanor Woods;Urmarire patimasa;P40_LOVE_ROMANTIC;;;I
2535;Eleen Kelly;Acum ori niciodata 0.1 ;P40_LOVE_ROMANTIC;;;II
2536;Eleen Kelly;Acum ori niciodata 0.1 ;P40_LOVE_ROMANTIC;;;III
2537;Eleen Kelly;seriful si ziarista;P40_LOVE_ROMANTIC;;;IV
2538;Eleen Kelly;seriful si ziarista;P40_LOVE_ROMANTIC;;;V
2539;Eleen Kelly;Vraja grotei albastre;P40_LOVE_ROMANTIC;;;I
2540;Eleen Kelly;Vraja Grotei Albastre09 ;P40_LOVE_ROMANTIC;;;II
2541;Elefterie Voiculescu;O fereastra spre stele;P22_PROSE_FICTION;;;III
2542;Elefterie Voiculescu;O fereastra spre stele;P22_PROSE_FICTION;;;IV
2543;Elena Cardas;Barbatii altor femei ;P40_LOVE_ROMANTIC;;;V
2544;Elena Cardas;Barbatii altor femei 07 ;P40_LOVE_ROMANTIC;;;I
2545;Elena Cardas;Inainte de cuvinte ;P40_LOVE_ROMANTIC;;;II
2546;Elena Cardas;Inainte de cuvinte 07 ;P40_LOVE_ROMANTIC;;;III
2547;Elena Ferrante;Iubire amara;P40_LOVE_ROMANTIC;;;IV
2548;Elena Ferrante;Iubire amara;P40_LOVE_ROMANTIC;;;V
2549;Elena Ferrante;Zilele abandonului;P40_LOVE_ROMANTIC;;;I
2550;Elena Ferrante;Zilele abandonului;P40_LOVE_ROMANTIC;;;II
2551;Elena Ionescu & Cornel Samoila;Actiunea „Nicrom“;P22_PROSE_FICTION;;;III
2552;Elena Ionescu & Cornel Samoila;Actiunea „Nicrom“;P22_PROSE_FICTION;;;IV
2553;Elena Niga & Adrian Niga;Aurul sintetic;P22_PROSE_FICTION;;;I
2554;Elena Niga & Adrian Niga;Aurul Sintetic;P22_PROSE_FICTION;;;II
2555;Elena Nita Ibrian;Bucataria fara foc. Hrana vie. 238 retete ;LG1_NUTRITION;;;III
2556;Elena Nita Ibrian;Bucataria fara foc. Hrana vie. 238 retete 02 ;LG1_NUTRITION;;;IV
2557;Elena Oteanu;Politica lingvistica si constructia statala In Republica Moldova;JA1_POLITICAL_SCIENCE_GENERAL;;;V
2558;Elena Oteanu;Politica lingvistica si constructia statala In Republica Moldova;JA1_POLITICAL_SCIENCE_GENERAL;;;I
2559;Elena Rjevskaia;Miros de migdale amare;P43_ACTION;;;II
2560;Elena Rjevskaia;Miros de migdale amare;P43_ACTION;;;III
2561;Elfriede Jelinek;Amantele ;P29_ENGLISH_LITERATURE;;;IV
2562;Elfriede Jelinek;Amantele 08 ;P29_ENGLISH_LITERATURE;;;V
2563;Elfriede Jelinek;Exclusii 0.5 ;P29_ENGLISH_LITERATURE;;;I
2564;Elfriede Jelinek;Exclusii 0.5 ;P29_ENGLISH_LITERATURE;;;II
2565;Elfriede Jelinek;Lacomie 0.8 ;P29_ENGLISH_LITERATURE;;;III
2566;Elfriede Jelinek;Lacomie 0.8 ;P29_ENGLISH_LITERATURE;;;IV
2567;Elfriede Jelinek;Pianista ;P29_ENGLISH_LITERATURE;;;V
2568;Elfriede Jelinek;Pianista ;P29_ENGLISH_LITERATURE;;;I
2569;Elias Canetti;Masele si puterea;BF_PSYCHOLOGY;;;II
2570;Elias Canetti;Masele si puterea;BF_PSYCHOLOGY;;;III
2571;Elias Canetti;Orbirea;BF_PSYCHOLOGY;;;IV
2572;Elias Canetti;Orbirea09 ;BF_PSYCHOLOGY;;;V
2573;Elif Shafak;Bastarda Istanbulului;P29_ENGLISH_LITERATURE;;;I
2574;Elif Shafak;Bastarda Istanbulului;P29_ENGLISH_LITERATURE;;;II
2575;Elif Shafak;Cele patruzeci de legi ale iubirii;P29_ENGLISH_LITERATURE;;;III
2576;Elif Shafak;Cele patruzeci de legi ale iubirii;P29_ENGLISH_LITERATURE;;;IV
2577;Elif Shafak;Cele trei fiice ale Evei;P29_ENGLISH_LITERATURE;;;V
2578;Elif Shafak;Cele trei fiice ale Evei;P29_ENGLISH_LITERATURE;;;I
2579;Elif Shafak;Fetita careia nu-i placea numele sau;P44_YOUTH;;;II
2580;Elif Shafak;Fetita careia nu-i placea numele sau;P44_YOUTH;;;III
2581;Elif Shafak;Lapte negru;P29_ENGLISH_LITERATURE;;;IV
2582;Elif Shafak;Lapte negru;P29_ENGLISH_LITERATURE;;;I
2583;Elif Shafak;Onoare;P29_ENGLISH_LITERATURE;;;II
2584;Elif Shafak;Onoare ;P29_ENGLISH_LITERATURE;;;III
2585;Elif Shafak;Palatul puricilor;P29_ENGLISH_LITERATURE;;;IV
2586;Elif Shafak;Palatul puricilor;P29_ENGLISH_LITERATURE;;;V
2587;Elif Shafak;Sfantul nebuniilor incipiente;P29_ENGLISH_LITERATURE;;;I
2588;Elif Shafak;Sfantul nebuniilor incipiente;P29_ENGLISH_LITERATURE;;;II
2589;Elif Shafak;Ucenicul arhitectului;P41_ADVENTURE;;;III
2590;Elif Shafak;Ucenicul arhitectului;P41_ADVENTURE;;;IV
2591;Elisabeth Bontemps;Miracolul vietii;P40_LOVE_ROMANTIC;;;V
2592;Elisabeth Bontemps;Miracolul vietii;P40_LOVE_ROMANTIC;;;I
2593;Elisabeth Bontemps;Nu pierde speranta;P40_LOVE_ROMANTIC;;;II
2594;Elisabeth Bontemps;Nu pierde speranta;P40_LOVE_ROMANTIC;;;III
2595;Elisabeth Hand;Francezul ;P20_DRAMA;;;IV
2596;Elisabeth Hand;Francezul ;P20_DRAMA;;;V
2597;Elisabeth Vonarburg;Nodul ;P22_PROSE_FICTION;;;I
2598;Elisabeth Vonarburg;Nodul ;P22_PROSE_FICTION;;;II
2599;Elissa Curry;Dedesubturile unui proces;P40_LOVE_ROMANTIC;;;III
2600;Elissa Curry;Dedesubturile Unui Proces;P40_LOVE_ROMANTIC;;;IV
2601;Eliza Orzeszkowa;Julianka;P29_ENGLISH_LITERATURE;;;V
2602;Eliza Orzeszkowa;Julianka;P29_ENGLISH_LITERATURE;;;I
2603;Eliza Orzeszkowa;Marta;P29_ENGLISH_LITERATURE;;;II
2604;Eliza Orzeszkowa;Marta1.0 ;P29_ENGLISH_LITERATURE;;;III
2605;Elizabeth Adler;Amelie;P40_LOVE_ROMANTIC;;;IV
2606;Elizabeth Adler;Amelie;P40_LOVE_ROMANTIC;;;V
2607;Elizabeth Adler;Hotel Riviera;P40_LOVE_ROMANTIC;;;I
2608;Elizabeth Adler;Hotel Riviera;P40_LOVE_ROMANTIC;;;II
2609;Elizabeth Adler;Imagini trecatoare 1.1 ;P40_LOVE_ROMANTIC;;;III
2610;Elizabeth Adler;Imagini trecatoare 1.1 ;P40_LOVE_ROMANTIC;;;IV
2611;Elizabeth Adler;Leonie;P40_LOVE_ROMANTIC;;;I
2612;Elizabeth Adler;Leonie;P40_LOVE_ROMANTIC;;;II
2613;Elizabeth Adler;Norocul este o femeie;P40_LOVE_ROMANTIC;;;III
2614;Elizabeth Adler;Norocul Este O Femeie;P40_LOVE_ROMANTIC;;;IV
2615;Elizabeth Adler;Peach;P40_LOVE_ROMANTIC;;;V
2616;Elizabeth Adler;Peach;P40_LOVE_ROMANTIC;;;I
2617;Elizabeth Adler;Proprietatea unei doamne;P40_LOVE_ROMANTIC;;;II
2618;Elizabeth Adler;Proprietatea Unei Doamne;P40_LOVE_ROMANTIC;;;III
2619;Elizabeth Adler;Secretul vilei Mimosa;P40_LOVE_ROMANTIC;;;IV
2620;Elizabeth Adler;Secretul Vilei Mimosa;P40_LOVE_ROMANTIC;;;V
2621;Elizabeth Bear;si adanca mare albastra;P22_PROSE_FICTION;;;I
2622;Elizabeth Bear;si adanca mare albastra;P22_PROSE_FICTION;;;II
2623;Elizabeth Bear;Vise si trenuri ;P22_PROSE_FICTION;;;III
2624;Elizabeth Bear;Vise si trenuri 07 ;P22_PROSE_FICTION;;;IV
2625;Elizabeth Bontemps;In umbra dragostei;P40_LOVE_ROMANTIC;;;V
2626;Elizabeth Bontemps;In umbra dragostei;P40_LOVE_ROMANTIC;;;I
2627;Elizabeth Cadell;Fata fara zestre;P40_LOVE_ROMANTIC;;;II
2628;Elizabeth Cadell;Fata fara zestre;P40_LOVE_ROMANTIC;;;III
2629;Elizabeth Cadell;Intoarcerea la laguna albastra;P40_LOVE_ROMANTIC;;;IV
2630;Elizabeth Cadell;Intoarcerea la laguna albastra;P40_LOVE_ROMANTIC;;;V
2631;Elizabeth Cadell;Ramas bun pe puntea cu flori;P40_LOVE_ROMANTIC;;;I
2632;Elizabeth Cadell;Ramas bun pe puntea cu flori09 ;P40_LOVE_ROMANTIC;;;II
2633;Elizabeth Cadell;Substituire de persoana;P40_LOVE_ROMANTIC;;;III
2634;Elizabeth Cadell;Substituire de persoana09 ;P40_LOVE_ROMANTIC;;;IV
2635;Elizabeth Debold;Vedere din centrul universului ;P47_MYSTERY;;;V
2636;Elizabeth Debold;Vedere din centrul universului ;P47_MYSTERY;;;I
2637;Elizabeth Faucher;Familia Addams;P44_YOUTH;;;II
2638;Elizabeth Faucher;Familia Addams;P44_YOUTH;;;III
2639;Elizabeth Gage;Tabu;P40_LOVE_ROMANTIC;;;IV
2640;Elizabeth Gage;Tabu;P40_LOVE_ROMANTIC;;;I
2641;Elizabeth Gaskell;Nord si sud;P29_ENGLISH_LITERATURE;;;II
2642;Elizabeth Gaskell;Nord si sud;P29_ENGLISH_LITERATURE;;;III
2643;Elizabeth Gilbert;Mananca, roaga-te, iubeste;P40_LOVE_ROMANTIC;;;IV
2644;Elizabeth Gilbert;Mananca, roaga-te, iubeste;P40_LOVE_ROMANTIC;;;V
2645;Elizabeth Gilbert;Razboiul homarilor;P29_ENGLISH_LITERATURE;;;I
2646;Elizabeth Gilbert;Razboiul homarilor;P29_ENGLISH_LITERATURE;;;II
2647;Elizabeth Gilbert;Semnatura tuturor lucrurilor;P29_ENGLISH_LITERATURE;;;III
2648;Elizabeth Gilbert;Semnatura tuturor lucrurilor ;P29_ENGLISH_LITERATURE;;;IV
2649;Elizabeth Gilbert;si am spus da, o poveste de iubire;P40_LOVE_ROMANTIC;;;V
2650;Elizabeth Gilbert;si am spus da, o poveste de iubire;P40_LOVE_ROMANTIC;;;I
2651;Elizabeth Graham;Omul cel nou de la Cedar Hills;P40_LOVE_ROMANTIC;;;II
2652;Elizabeth Graham;Omul Cel Nou De La Cedar Hills09 ;P40_LOVE_ROMANTIC;;;III
2653;Elizabeth Harrison;Spitalul central;P40_LOVE_ROMANTIC;;;IV
2654;Elizabeth Harrison;Spitalul Central;P40_LOVE_ROMANTIC;;;V
2655;Elizabeth Kostova;Colectionarul de istorie;P41_ADVENTURE;;;I
2656;Elizabeth Kostova;Colectionarul de istorie;P41_ADVENTURE;;;II
2657;Elizabeth Langston;Cascada soaptelor;P29_ENGLISH_LITERATURE;;;III
2658;Elizabeth Langston;Cascada soaptelor;P29_ENGLISH_LITERATURE;;;IV
2659;Elizabeth Marsh;Astrul iubirii;P40_LOVE_ROMANTIC;;;V
2660;Elizabeth Marsh;Astrul Iubirii09 ;P40_LOVE_ROMANTIC;;;I
2661;Elizabeth Marsh;Sa alungam fantomele;P40_LOVE_ROMANTIC;;;II
2662;Elizabeth Marsh;Sa alungam fantomele;P40_LOVE_ROMANTIC;;;III
2663;Elizabeth Mcinthyre;Nabadaile dragostei;P40_LOVE_ROMANTIC;;;IV
2664;Elizabeth Mcinthyre;Nabadaile dragostei09 ;P40_LOVE_ROMANTIC;;;V
2665;Elizabeth Renier;Daca e sa tradez;P40_LOVE_ROMANTIC;;;I
2666;Elizabeth Renier;Daca e sa tradez;P40_LOVE_ROMANTIC;;;II
2667;Elizabeth Seifert;Judecati amare;P40_LOVE_ROMANTIC;;;III
2668;Elizabeth Seifert;Judecati amare;P40_LOVE_ROMANTIC;;;IV
2669;Elizabeth Seifert;Portretul misterios;P40_LOVE_ROMANTIC;;;I
2670;Elizabeth Seifert;Portretul Misterios09 ;P40_LOVE_ROMANTIC;;;II
2671;Elizabeth Speare;Vrajitoarea de la Iazul Mierlei;P44_YOUTH;;;III
2672;Elizabeth Speare;Vrajitoarea de la Iazul Mierlei;P44_YOUTH;;;IV
2673;Elizabeth Spencer;Masacrul de la Otopeni ;P46_WAR;;;V
2674;Elizabeth Spencer;Masacrul de la Otopeni 08 ;P46_WAR;;;I
2675;Elizabeth Thornton;Fascinatie 1.5 ;P40_LOVE_ROMANTIC;;;II
2676;Elizabeth Thornton;Fascinatie 1.5 ;P40_LOVE_ROMANTIC;;;III
2677;Elizabeth Thornton;Misterioasa Lady;P40_LOVE_ROMANTIC;;;IV
2678;Elizabeth Thornton;Misterioasa Lady;P40_LOVE_ROMANTIC;;;V
2679;Elizabeth Thornton;Povara trecutului;P40_LOVE_ROMANTIC;;;I
2680;Elizabeth Thornton;Povara Trecutului09 ;P40_LOVE_ROMANTIC;;;II
2681;Elizabeth Wein;Nume de cod Verity;P42_THRILLER;;;III
2682;Elizabeth Wein;Nume de cod Verity09 ;P42_THRILLER;;;IV
2683;Ellen G. White;Calea catre Hristos ;BL_RELIGION;;;V
2684;Ellen G. White;Calea catre Hristos ;BL_RELIGION;;;I
2685;Ellen G. White;Caminul adventist ;BL_RELIGION;;;II
2686;Ellen G. White;Caminul adventist 06 ;BL_RELIGION;;;III
2687;Ellen G. White;Ce Este Sanctuarul ;BL_RELIGION;;;IV
2688;Ellen G. White;Ce este sanctuarul ;BL_RELIGION;;;V
2689;Ellen G. White;Conflictul Care Se Apropie ;BL_RELIGION;;;I
2690;Ellen G. White;Conflictul care se apropie ;BL_RELIGION;;;II
2691;Ellen G. White;Cugetari de pe muntele fericirilor ;BL_RELIGION;;;III
2692;Ellen G. White;Cugetari de pe muntele fericirilor ;BL_RELIGION;;;IV
2693;Ellen G. White;Cursele Satanei ;BL_RELIGION;;;V
2694;Ellen G. White;Cursele Satanei ;BL_RELIGION;;;I
2695;Ellen G. White;Dieta si hrana 0.7 ;BL_RELIGION;;;II
2696;Ellen G. White;Distrugerea Ierusalimului ;BL_RELIGION;;;III
2697;Ellen G. White;Distrugerea Ierusalimului ;BL_RELIGION;;;IV
2698;Ellen G. White;Divina Vindecare ;BL_RELIGION;;;I
2699;Ellen G. White;Divina vindecare ;BL_RELIGION;;;II
2700;Ellen G. White;Educatia crestina ;BL_RELIGION;;;III
2701;Ellen G. White;Educatia crestina ;BL_RELIGION;;;IV
2702;Ellen G. White;Experiente si viziuni ;BL_RELIGION;;;V
2703;Ellen G. White;Experiente si viziuni ;BL_RELIGION;;;I
2704;Ellen G. White;Faptele Apostolilor ;BL_RELIGION;;;II
2705;Ellen G. White;Faptele apostolilor ;BL_RELIGION;;;III
2706;Ellen G. White;Hristos Lumina Lumii ;BL_RELIGION;;;IV
2707;Ellen G. White;Hristos lumina lumii ;BL_RELIGION;;;V
2708;Ellen G. White;Inaintarea reformei In Germania ;BL_RELIGION;;;I
2709;Ellen G. White;Inaintarea reformei In Germania ;BL_RELIGION;;;II
2710;Ellen G. White;Indrumarea copilului ;BL_RELIGION;;;III
2711;Ellen G. White;Indrumarea copilului 09 ;BL_RELIGION;;;IV
2712;Ellen G. White;John Wycliffe ;BL_RELIGION;;;V
2713;Ellen G. White;John Wycliffe 09 ;BL_RELIGION;;;I
2714;Ellen G. White;Legea Lui Dumnezeu De Neschimbat ;BL_RELIGION;;;II
2715;Ellen G. White;Legea lui Dumnezeu de neschimbat ;BL_RELIGION;;;III
2716;Ellen G. White;Luther Inaintea dietei ;BL_RELIGION;;;IV
2717;Ellen G. White;Luther Inaintea dietei ;BL_RELIGION;;;V
2718;Ellen G. White;Marea lupta ;BL_RELIGION;;;I
2719;Ellen G. White;Marea lupta ;BL_RELIGION;;;II
2720;Ellen G. White;Marturii ;BL_RELIGION;;;III
2721;Ellen G. White;Marturii ;BL_RELIGION;;;IV
2722;Ellen G. White;Marturii ;BL_RELIGION;;;V
2723;Ellen G. White;Marturii ;BL_RELIGION;;;I
2724;Ellen G. White;Marturii V3 ;BL_RELIGION;;;II
2725;Ellen G. White;Marturii V3 ;BL_RELIGION;;;III
2726;Ellen G. White;Marturii V4 ;BL_RELIGION;;;IV
2727;Ellen G. White;Marturii V4 ;BL_RELIGION;;;I
2728;Ellen G. White;Marturii V5 ;BL_RELIGION;;;II
2729;Ellen G. White;Marturii V5 06 ;BL_RELIGION;;;III
2730;Ellen G. White;Marturii V6 ;BL_RELIGION;;;IV
2731;Ellen G. White;Marturii V6 ;BL_RELIGION;;;V
2732;Ellen G. White;Marturii V7 ;BL_RELIGION;;;I
2733;Ellen G. White;Marturii V7 ;BL_RELIGION;;;II
2734;Ellen G. White;Marturii V8 ;BL_RELIGION;;;III
2735;Ellen G. White;Marturii V8 ;BL_RELIGION;;;IV
2736;Ellen G. White;Minte, caracter, personalitate ;BL_RELIGION;;;V
2737;Ellen G. White;Minte, caracter, personalitate ;BL_RELIGION;;;I
2738;Ellen G. White;Minte, caracter, personalitate ;BL_RELIGION;;;II
2739;Ellen G. White;Minte, caracter, personalitate 09 ;BL_RELIGION;;;III
2740;Ellen G. White;Parabolele Domnului ;BL_RELIGION;;;IV
2741;Ellen G. White;Patriarhi si profeti ;BL_RELIGION;;;V
2742;Ellen G. White;Patriarhi si profeti ;BL_RELIGION;;;I
2743;Ellen G. White;Poporul Lui Dumnezeu Salvat ;BL_RELIGION;;;II
2744;Ellen G. White;Poporul lui Dumnezeu salvat ;BL_RELIGION;;;III
2745;Ellen G. White;Profeti si regi ;BL_RELIGION;;;IV
2746;Ellen G. White;Profeti si regi 09 ;BL_RELIGION;;;V
2747;Ellen G. White;Reformatorii englezi de mai tarziu ;BL_RELIGION;;;I
2748;Ellen G. White;Reformatorii englezi de mai tarziu ;BL_RELIGION;;;II
2749;Ellen G. White;Sfaturi pentru biserica ;BL_RELIGION;;;III
2750;Ellen G. White;Sfaturi pentru biserica ;BL_RELIGION;;;IV
2751;Ellen G. White;Sfaturi pentru parinti ;BL_RELIGION;;;V
2752;Ellen G. White;Sfaturi pentru parinti ;BL_RELIGION;;;I
2753;Ellen G. White;Tragedia Veacurilor ;BL_RELIGION;;;II
2754;Ellen G. White;Tragedia veacurilor ;BL_RELIGION;;;III
2755;Ellen G. White;Triumful iubirii ;BL_RELIGION;;;IV
2756;Ellen G. White;Triumful Iubirii 09 ;BL_RELIGION;;;I
2757;Ellen G. White;Un Reformator American ;BL_RELIGION;;;II
2758;Ellen G. White;Un reformator american ;BL_RELIGION;;;III
2759;Ellen G. White;Valdenzii ;BL_RELIGION;;;IV
2760;Ellen G. White;Valdenzii ;BL_RELIGION;;;V
2761;Ellen G. White;Viata lui Iisus ;BL_RELIGION;;;I
2762;Ellen G. White;Viata lui Iisus ;BL_RELIGION;;;II
2763;Ellen G. White;Viitorul Descifrat ;BL_RELIGION;;;III
2764;Ellen G. White;Viitorul descifrat ;BL_RELIGION;;;IV
2765;Ellen Jenkins;Aurul amiezii;P40_LOVE_ROMANTIC;;;V
2766;Ellen Jenkins;Aurul Amiezii;P40_LOVE_ROMANTIC;;;I
2767;Ellen Jenkins;Ferma din insula;P40_LOVE_ROMANTIC;;;II
2768;Ellen Jenkins;Ferma din insula09 ;P40_LOVE_ROMANTIC;;;III
2769;Ellen Raskin;Jocul lui Westing;P42_THRILLER;;;IV
2770;Ellen Raskin;Jocul lui Westing09 ;P42_THRILLER;;;V
2771;Ellen Wiseman;Ce a lasat In urma ei;P29_ENGLISH_LITERATURE;;;I
2772;Ellen Wiseman;Ce a lasat In urma ei;P29_ENGLISH_LITERATURE;;;II
2773;Ellery Queen;Cazul Karen Leith;P20_DRAMA;;;III
2774;Ellery Queen;Cazul Karen Leith;P20_DRAMA;;;IV
2775;Ellery Queen;Lovitura de gratie1.0 ;P20_DRAMA;;;V
2776;Ellery Queen;Lovitura de gratie1.0 ;P20_DRAMA;;;I
2777;Ellery Queen;Misterul crucii egiptene;P20_DRAMA;;;II
2778;Ellery Queen;Misterul crucii egiptene;P20_DRAMA;;;III
2779;Ellery Queen;Regele a murit 1.9 ;P20_DRAMA;;;IV
2780;Ellery Queen;Regele a murit 1.9 ;P20_DRAMA;;;V
2781;Ellis Peters;Orasul de aur si umbra;P40_LOVE_ROMANTIC;;;I
2782;Ellis Peters;Orasul de aur si umbra09 ;P40_LOVE_ROMANTIC;;;II
2783;Elmore Leonard;Hot Kid;P20_DRAMA;;;III
2784;Elmore Leonard;Hot Kid;P20_DRAMA;;;IV
2785;Elmore Leonard;In camera lui Honey;P20_DRAMA;;;I
2786;Elmore Leonard;In camera lui Honey;P20_DRAMA;;;II
2787;Elmore Leonard;Maximum Bob;P20_DRAMA;;;III
2788;Elmore Leonard;Maximum Bob;P20_DRAMA;;;IV
2789;Elmore Leonard;Pasiune periculoasa;P20_DRAMA;;;V
2790;Elmore Leonard;Pasiune periculoasa;P20_DRAMA;;;I
2791;Elmore Leonard;Un glont, un mort;P20_DRAMA;;;II
2792;Elmore Leonard;Un glont, un mort;P20_DRAMA;;;III
2793;Eloisa James;Un sarut la miezul noptii ;P29_ENGLISH_LITERATURE;;;IV
2794;Eloisa James;Un sarut la miezul noptii 08 ;P29_ENGLISH_LITERATURE;;;V
2795;Elscar;Casa sforilor;P29_ENGLISH_LITERATURE;;;I
2796;Elscar;Casa sforilor05 ;P29_ENGLISH_LITERATURE;;;II
2797;Elvira Dones;Cautati-ma la gunoaie ;P29_ENGLISH_LITERATURE;;;III
2798;Elvira Dones;Cautati-ma la gunoaie ;P29_ENGLISH_LITERATURE;;;IV
2799;Emanoil Babus;Aspecte ale istoriei si spiritualitatii bizantine;F1_HISTORY;;;V
2800;Emanoil Babus;Aspecte ale istoriei si spiritualitatii bizantine;F1_HISTORY;;;I
2801;Emanoil Paraschivas;Jocul destinului ;P29_ENGLISH_LITERATURE;;;II
2802;Emanoil Paraschivas;Jocul Destinului 09 ;P29_ENGLISH_LITERATURE;;;III
2803;Emanuel Grigoras;Locul potrivit;P29_ENGLISH_LITERATURE;;;IV
2804;Emanuel Grigoras;Locul potrivit09 ;P29_ENGLISH_LITERATURE;;;V
2805;Emanuel Swedenborg;Cartea de vise ;BL3_RELIGIONS_OF_THE_WORLD;;;I
2806;Emanuel Swedenborg;Cartea de vise ;BL3_RELIGIONS_OF_THE_WORLD;;;II
2807;Emanuel Swedenborg;Conversatii cu Ingerii ;BL3_RELIGIONS_OF_THE_WORLD;;;III
2808;Emanuel Swedenborg;Conversatii cu Ingerii ;BL3_RELIGIONS_OF_THE_WORLD;;;IV
2809;Emanuel Swedenborg;Despre credinta ;BL3_RELIGIONS_OF_THE_WORLD;;;V
2810;Emanuel Swedenborg;Despre credinta ;BL3_RELIGIONS_OF_THE_WORLD;;;I
2811;Emanuel Swedenborg;Despre Domnul Iisus Hristos ;BL3_RELIGIONS_OF_THE_WORLD;;;II
2812;Emanuel Swedenborg;Despre Domnul Iisus Hristos 09 ;BL3_RELIGIONS_OF_THE_WORLD;;;III
2813;Emanuel Swedenborg;Despre iubirea-n cuplu din lumea de dincolo ;BL3_RELIGIONS_OF_THE_WORLD;;;IV
2814;Emanuel Swedenborg;Despre Iubirea-n Cuplu Din Lumea De Dincolo ;BL3_RELIGIONS_OF_THE_WORLD;;;I
2815;Emanuel Swedenborg;Despre simbolismul din Biblie ;BL3_RELIGIONS_OF_THE_WORLD;;;II
2816;Emanuel Swedenborg;Despre Simbolismul Din Biblie ;BL3_RELIGIONS_OF_THE_WORLD;;;III
2817;Emanuel Swedenborg;Din tainele universului ceresc ;BL3_RELIGIONS_OF_THE_WORLD;;;IV
2818;Emanuel Swedenborg;Din Tainele Universului Ceresc ;BL3_RELIGIONS_OF_THE_WORLD;;;V
2819;Emanuel Swedenborg;Judecata de apoi ;BL3_RELIGIONS_OF_THE_WORLD;;;I
2820;Emanuel Swedenborg;Judecata De Apoi ;BL3_RELIGIONS_OF_THE_WORLD;;;II
2821;Emanuel Swedenborg;Raiul si iadul ;BL3_RELIGIONS_OF_THE_WORLD;;;III
2822;Emanuel Swedenborg;Raiul si iadul ;BL3_RELIGIONS_OF_THE_WORLD;;;IV
2823;Emiko Jean;Nu ne vom desparti niciodata;P29_ENGLISH_LITERATURE;;;V
2824;Emiko Jean;Nu ne vom desparti niciodata;P29_ENGLISH_LITERATURE;;;I
2825;Emil Brumaru;Infernala comedie ;P45_EROTIC;;;II
2826;Emil Brumaru;Infernala comedie Comedie ;P45_EROTIC;;;III
2827;Emil Cioran;Amurgul gandurilor;P39_ROMANIAN_LITERATURE;;;IV
2828;Emil Cioran;Amurgul gandurilor;P39_ROMANIAN_LITERATURE;;;V
2829;Emil Cioran;Antologia portretului;P39_ROMANIAN_LITERATURE;;;I
2830;Emil Cioran;Antologia portretului;P39_ROMANIAN_LITERATURE;;;II
2831;Emil Cioran;Caderea In timp;P39_ROMANIAN_LITERATURE;;;III
2832;Emil Cioran;Caderea In timp;P39_ROMANIAN_LITERATURE;;;IV
2833;Emil Cioran;Caiete;P39_ROMANIAN_LITERATURE;;;V
2834;Emil Cioran;Caiete V1;P39_ROMANIAN_LITERATURE;;;I
2835;Emil Cioran;Caiete V2;P39_ROMANIAN_LITERATURE;;;II
2836;Emil Cioran;Caiete V2;P39_ROMANIAN_LITERATURE;;;III
2837;Emil Cioran;Caiete V3;P39_ROMANIAN_LITERATURE;;;IV
2838;Emil Cioran;Caiete V3;P39_ROMANIAN_LITERATURE;;;V
2839;Emil Cioran;Cartea amagirilor;P39_ROMANIAN_LITERATURE;;;I
2840;Emil Cioran;Cartea amagirilor;P39_ROMANIAN_LITERATURE;;;II
2841;Emil Cioran;Demiurgul cel rau;P39_ROMANIAN_LITERATURE;;;III
